EAR,MAR,CIR,MOE,EAR_N,MAR_N,CIR_N,MOE_N,State
0.199950636,0.929229205,0.515614185,4.647293079,0.915721847,1.318013486,0.117823243,-0.746997991,0
0.108098997,0.833476448,0.458536535,7.710306916,-1.391183014,-1.103000366,-1.279398517,1.413448754,0
0.182421233,0.868596952,0.558252308,4.76149042,0.475461167,-0.21501312,1.161575274,-0.666450763,0
0.131736846,0.92408096,0.501889046,7.014597562,-0.797505329,1.18784519,-0.218158747,0.922741533,0
0.317831676,0.984309334,0.626264254,3.09695165,3.876369597,2.710660128,2.826461105,-1.840505979,0
0.346623534,0.962699246,0.682584014,2.777362619,4.599493082,2.164270408,4.205130242,-2.065922878,0
0.305775225,0.908935351,0.664406594,2.972560481,3.573565146,0.80490345,3.760159456,-1.928243256,0
0.298499611,0.904423621,0.582922426,3.029898825,3.39083405,0.690828797,1.765482858,-1.887800592,0
0.324741529,1.007522045,0.668178671,3.102535265,4.049914379,3.297570593,3.852497319,-1.836567667,0
0.297330295,0.971038306,0.623535576,3.265857273,3.361466031,2.375115309,2.759664936,-1.721371158,0
0.322943537,0.815387166,0.639719731,2.524859839,4.004756807,-1.560369993,3.15584196,-2.244021587,0
0.321908894,0.917834863,0.634009037,2.851225549,3.978771185,1.029918809,3.016048085,-2.013824868,0
0.290799336,0.917977135,0.606284918,3.15673738,3.197437382,1.033516023,2.337380662,-1.798337091,0
0.217334852,1.102657544,0.510548656,5.073542208,1.352336083,5.702977678,-0.006177423,-0.446350135,0
0.325148887,1.217875805,0.640053026,3.745594261,4.060145406,8.616157578,3.164000803,-1.382996515,0
0.310014363,0.894427191,0.63922735,2.88511533,3.680033437,0.438078951,3.143788814,-1.989921265,0
0.25469885,0.824471198,0.618094834,3.237043275,2.290753622,-1.330689211,2.626479306,-1.74169464,0
0.318648633,0.891519878,0.667026123,2.797814853,3.896887916,0.364570407,3.824283742,-2.051497229,0
0.333743338,0.865287059,0.666646328,2.592672157,4.275999802,-0.298700492,3.814986609,-2.196191276,0
0.300501297,0.915162621,0.635979313,3.045453144,3.441107513,0.962353802,3.064279106,-1.876829608,0
0.274235521,0.869376781,0.59279857,3.170182979,2.781427967,-0.195295914,2.007244108,-1.788853457,0
0.294220968,0.829851426,0.67988353,2.820504035,3.283373547,-1.194655461,4.139024243,-2.035493785,0
0.308041885,0.838437527,0.702523151,2.721829625,3.630493551,-0.977564374,4.693226646,-2.105092168,0
0.29291435,0.840667587,0.664773051,2.870011614,3.250557128,-0.921179521,3.769130082,-2.000574424,0
0.157599493,0.899642794,0.470877839,5.708411711,-0.147950591,0.569950309,-0.977291852,0.001444692,0
0.330628974,0.883536531,0.669568857,2.672290087,4.197780844,0.162719367,3.886528105,-2.140034071,0
0.339268829,0.877813507,0.685173561,2.587368573,4.414775597,0.018018365,4.268520575,-2.199932073,0
0.342344432,0.88960589,0.687736927,2.598569768,4.492021052,0.316177125,4.331270031,-2.192031493,0
0.31281077,0.892681803,0.650048101,2.853743826,3.750266751,0.39394855,3.408673384,-2.012048642,0
0.300234193,0.908964309,0.63930302,3.027517624,3.434399032,0.805635628,3.145641174,-1.889480134,0
0.30621472,0.934000582,0.583540774,3.050149197,3.584603292,1.438653039,1.780619595,-1.873517324,0
0.302887369,0.893221777,0.600115831,2.949022863,3.501035035,0.407601243,2.18636563,-1.944845131,0
0.333333333,0.934491967,0.68057302,2.8034759,4.265702318,1.451077222,4.155902496,-2.047504302,0
0.289731459,0.872193306,0.610708553,3.010350714,3.170617057,-0.124082874,2.445668203,-1.901588533,0
0.330672713,0.889973714,0.699771654,2.691403549,4.198879371,0.325477191,4.625871895,-2.126552703,0
0.330604968,0.894715457,0.713983902,2.70629768,4.1971779,0.445367469,4.973777972,-2.116047371,0
0.316227766,0.896273447,0.615346027,2.834265499,3.836086503,0.484759715,2.559190384,-2.025787361,0
0.312450187,0.904034061,0.643232932,2.8933702,3.741210517,0.680979166,3.241842714,-1.984098827,0
0.336598957,0.906695493,0.679462726,2.693696682,4.347720263,0.748270849,4.128723259,-2.124935279,0
0.29361011,0.890867553,0.581986687,3.034185551,3.268031515,0.348077012,1.742576602,-1.88477702,0
0.307228042,0.905937529,0.61958946,2.948746221,3.610053446,0.729106465,2.663066722,-1.945040255,0
0.303523039,1.006870156,0.625633576,3.317277524,3.517000236,3.281088212,2.811022546,-1.685102724,0
0.286987832,0.985566253,0.655444525,3.434174355,3.101709336,2.742440088,3.540774138,-1.602651455,0
0.3125,0.909177526,0.674539935,2.909368083,3.74246159,0.811026595,4.008216703,-1.972814982,0
0.306828726,0.925325032,0.714584144,3.015770537,3.600024401,1.219300336,4.988471489,-1.89776575,0
0.289686882,0.917651822,0.640267546,3.167736891,3.169497469,1.025290811,3.169252105,-1.790578766,0
0.319005054,0.928976566,0.66611905,2.912106108,3.905839628,1.311625757,3.802079212,-1.97088376,0
0.319241757,0.877153763,0.669792098,2.747616009,3.911784564,0.001337385,3.891992896,-2.086904163,0
0.333564478,0.830674321,0.648478908,2.49029611,4.271507638,-1.173849368,3.370260609,-2.268400548,0
0.354777168,0.950789146,0.716964594,2.679961481,4.804276137,1.863135294,5.046743287,-2.134623178,0
0.357362285,0.988204986,0.762682425,2.765274984,4.869202766,2.809157842,6.165884446,-2.074448694,0
0.355163403,0.972906925,0.696305986,2.739322002,4.813976636,2.422361478,4.541034713,-2.092754205,0
0.373942084,0.935082485,0.696258974,2.500607778,5.285613634,1.466007885,4.539883889,-2.261127381,0
0.369208816,0.882172338,0.742945952,2.389358814,5.16673497,0.128227111,5.68274913,-2.33959502,0
0.327601676,0.882043496,0.694999896,2.692426693,4.121748558,0.124969471,4.509062523,-2.125831045,0
0.293356779,0.828027334,0.617855035,2.822594853,3.261668972,-1.240775816,2.620609201,-2.034019061,0
0.3,0.833679601,0.678754496,2.778932004,3.428517154,-1.097863837,4.111386264,-2.064815938,0
0.298489091,0.86944264,0.609308824,2.912812114,3.390569837,-0.193630731,2.411403802,-1.970385791,0
0.293313186,0.858032527,0.611997455,2.925311805,3.260574119,-0.482124177,2.477219653,-1.961569338,0
0.325035561,0.862465934,0.633738062,2.653450997,4.057299164,-0.370029858,3.009414815,-2.153321915,0
0.308333333,0.841962101,0.660459207,2.730687897,3.637813445,-0.888449,3.663530117,-2.09884413,0
0.307086343,0.92037107,0.660684842,2.997108442,3.606494585,1.094044303,3.669053524,-1.910928754,0
0.321428571,0.920466994,0.680403194,2.863675091,3.966707617,1.096469633,4.151745265,-2.005043786,0
0.360077021,0.869693792,0.675579656,2.41529934,4.937384884,-0.187280599,4.033668368,-2.321298294,0
0.298245614,0.889869544,0.628477706,2.983680236,3.384454777,0.322843351,2.880644902,-1.920400119,0
0.312960309,0.885686146,0.667272515,2.830027067,3.754022507,0.217070255,3.830315244,-2.02877687,0
0.263636364,0.865424333,0.576658756,3.282644021,2.515224248,-0.295229659,1.612152501,-1.709530899,0
0.302171839,0.879936248,0.642211227,2.912039231,3.483064084,0.071689786,3.216832091,-1.970930931,0
0.298199727,0.874577168,0.621939022,2.932857041,3.383302288,-0.063809274,2.720582394,-1.956247429,0
0.241096341,0.8804711,0.542901766,3.651947171,1.949119067,0.085212978,0.785804539,-1.449048959,0
0.313514293,0.890472446,0.689881633,2.84029298,3.767936123,0.338087123,4.383770955,-2.021535976,0
0.319015189,0.900653721,0.702713022,2.823231476,3.906094165,0.595510621,4.697874554,-2.033570029,0
0.324561404,0.886817605,0.665551043,2.732356944,4.045390433,0.245678083,3.788174788,-2.097666895,0
0.28970296,0.923051334,0.663614463,3.186199183,3.169901277,1.161812127,3.740768632,-1.77755669,0
0.313794546,0.896320881,0.669117173,2.856394077,3.774974821,0.485959038,3.875471189,-2.010179331,0
0.271887986,0.878604405,0.627147077,3.231494037,2.722468322,0.038015453,2.84807201,-1.745608705,0
0.279749371,0.832169231,0.623551898,2.97469563,2.919911364,-1.136052057,2.76006449,-1.926737264,0
0.259156249,0.81564739,0.561575737,3.147319015,2.402703681,-1.553790472,1.242930547,-1.80498018,0
0.278891924,0.833543612,0.654280147,2.988769273,2.898376101,-1.101302195,3.512270971,-1.91681065,0
0.283420807,0.787116628,0.6239915,2.777201275,3.012121532,-2.275162613,2.770825653,-2.066036679,0
0.263220804,0.778884703,0.550600683,2.959054492,2.504787237,-2.483298709,0.97426873,-1.937769485,0
0.281249466,0.692824446,0.587717396,2.463380487,2.957587079,-4.659247271,1.882860438,-2.287385042,0
0.351854104,0.937359883,0.727920692,2.664058404,4.730861756,1.523589661,5.314941041,-2.145840154,0
0.330539246,0.944817013,0.672773977,2.858410986,4.195527269,1.712135805,3.96498725,-2.008756737,0
0.347821064,0.928566638,0.707586556,2.669667634,4.629569721,1.301261132,4.817175328,-2.141883775,0
0.336598957,0.896450037,0.702475995,2.663258512,4.347720263,0.48922461,4.692072294,-2.146404345,0
0.333333333,0.902608234,0.696639895,2.707824703,4.265702318,0.644928547,4.549208571,-2.11497031,0
0.307213746,0.872010161,0.635760561,2.838447732,3.609694395,-0.128713492,3.058924195,-2.022837492,0
0.294717338,0.995042212,0.610376672,3.3762595,3.295840162,2.982030335,2.437543998,-1.643500752,0
0.303625676,0.998376622,0.669725583,3.288182458,3.519578025,3.066337616,3.890364672,-1.705624454,0
0.324586307,1.051952993,0.670283808,3.240903796,4.046015885,4.420963212,3.904029615,-1.738971685,0
0.327601676,1.019394724,0.709894743,3.111689588,4.121748558,3.597759539,4.873678183,-1.830110815,0
0.298443166,0.887704954,0.653233145,2.974452275,3.389416407,0.268113841,3.486641086,-1.92690891,0
0.142489519,0.936110491,0.462508741,6.569679614,-0.527445971,1.492000009,-1.18216163,0.60892593,0
0.323716278,0.988780879,0.706868438,3.054467589,4.024164636,2.823718729,4.799596303,-1.870471417,0
0.330366049,1.003382469,0.670475964,3.037183975,4.19117732,3.192905508,3.90873347,-1.882662131,0
0.300085476,0.973414644,0.644605523,3.243791259,3.43066393,2.435198655,3.275442804,-1.73693506,0
0.285602044,0.931800685,0.610440181,3.262584089,3.066904501,1.383030813,2.439098643,-1.723679845,0
0.301798094,0.873745697,0.619299845,2.895133251,3.473677279,-0.084832199,2.655977141,-1.982855287,0
0.285639728,0.82298017,0.657056091,2.881182448,3.067850949,-1.368388378,3.580224167,-1.992695258,0
0.305381238,0.863767573,0.66688462,2.82848933,3.563669933,-0.337119191,3.820819839,-2.029861488,0
0.30732967,0.832993128,0.661956431,2.710422094,3.612605884,-1.115220637,3.700181139,-2.113138283,0
0.30366076,0.855815366,0.680370593,2.818327159,3.520459163,-0.538182895,4.150947211,-2.037029209,0
0.307086343,0.861340297,0.673344254,2.804879857,3.606494585,-0.398490466,3.978947245,-2.046514044,0
0.296802764,0.884674759,0.673679987,2.980682342,3.348216804,0.191498334,3.987165768,-1.922514634,0
0.318776052,0.854767776,0.664809484,2.681405245,3.900088107,-0.56467016,3.770021933,-2.133604843,0
0.284962872,0.850851631,0.645380133,2.985833297,3.050851333,-0.663686031,3.294404728,-1.918881492,0
0.303656578,0.854245033,0.640574841,2.813194563,3.520354131,-0.577887207,3.176774468,-2.040649402,0
0.307474765,0.839413715,0.6896807,2.730024735,3.616250034,-0.952882439,4.378852246,-2.099311881,0
0.28982696,0.894705692,0.62370926,3.087034043,3.173015607,0.445120573,2.763916598,-1.8475012,0
0.268642627,0.874715855,0.607341627,3.256057553,2.640959337,-0.060302692,2.36324817,-1.72828323,0
0.27205448,0.869819,0.574100628,3.197223586,2.726649909,-0.184114849,1.549531286,-1.769780807,0
0.284709579,0.878847438,0.610835239,3.086820759,3.044489736,0.044160278,2.448769403,-1.847651637,0
0.263579839,0.875499448,0.626528663,3.321572134,2.513804593,-0.040490341,2.83293366,-1.682073591,0
0.326786959,0.87872444,0.662555753,2.688982581,4.101286493,0.041050419,3.714852133,-2.128260293,0
0.267857143,0.88366189,0.590743276,3.299004391,2.62123146,0.165888961,1.956931919,-1.69799138,0
0.325208203,0.918564469,0.641710866,2.824542738,4.061635168,1.048366178,3.20458358,-2.032645152,0
0.295081967,0.892370246,0.635919396,3.02414361,3.304998031,0.386071122,3.062812371,-1.891859939,0
0.275,0.873525236,0.609076785,3.176455404,2.800628281,-0.090406324,2.405723642,-1.784429305,0
0.311638327,0.842582193,0.644383703,2.703718122,3.720820199,-0.872770607,3.270012801,-2.11786682,0
0.299844575,0.85914921,0.684360827,2.865315174,3.424613565,-0.453889939,4.248625406,-2.003886981,0
0.313514293,0.813371444,0.701130599,2.594367983,3.767936123,-1.611335524,4.659137932,-2.194995153,0
0.300556017,0.903730394,0.62474834,3.006861762,3.442481821,0.67330124,2.789352564,-1.904049409,0
0.321463268,0.942587366,0.682347156,2.932177512,3.967579043,1.655761388,4.199332111,-1.956726723,0
0.351796367,0.919524492,0.74672703,2.613797579,4.729411651,1.072639416,5.775307321,-2.181290805,0
0.327586207,0.938784615,0.68167222,2.865763562,4.121360048,1.559612595,4.182810139,-2.003570717,0
0.327323535,0.867325245,0.697194983,2.649749106,4.114762905,-0.247166974,4.562796754,-2.155932983,0
0.333333333,0.94645086,0.672254592,2.839352581,4.265702318,1.753446026,3.952273072,-2.022199272,0
0.315838588,0.906885688,0.64807697,2.871358097,3.826312092,0.753079747,3.360421461,-1.999624704,0
0.327846012,0.91528697,0.684575077,2.791819746,4.127885204,0.965497865,4.253870109,-2.05572578,0
0.324361796,0.909159072,0.685601733,2.802916629,4.040377185,0.810560015,4.279001933,-2.047898775,0
0.294905235,0.916762344,0.587763631,3.108667577,3.300559314,1.002801217,1.883992244,-1.832242341,0
0.305084746,0.877962773,0.659719348,2.877766867,3.556223365,0.021792412,3.645418892,-1.995104382,0
0.21318404,0.876996609,0.543789635,4.113800487,1.248086153,-0.002636085,0.807538963,-1.123288271,0
0.30424443,1.028005414,0.635687159,3.378879979,3.535118376,3.815472347,3.057127355,-1.641652439,0
0.295775022,0.995007067,0.629082849,3.364067255,3.322404489,2.981141728,2.895458389,-1.652100353,0
0.351854104,0.973614473,0.729452156,2.767097105,4.730861756,2.440251141,5.352430238,-2.07316349,0
0.37936952,0.934163021,0.74372238,2.462409265,5.421926698,1.442760161,5.701755538,-2.288070079,0
0.332678886,0.90136441,0.670481405,2.709412731,4.249265513,0.613479668,3.908866673,-2.11385022,0
0.32714512,0.944746518,0.69996293,2.887851477,4.110281903,1.710353408,4.630554197,-1.987991368,0
0.34539746,0.932325463,0.685240775,2.699282919,4.568699546,1.396299318,4.270165932,-2.120995118,0
0.328246611,0.915037695,0.744161912,2.78765314,4.137946452,0.959195169,5.712514987,-2.058664627,0
0.32085892,0.896456915,0.672537964,2.793928607,3.952400503,0.489398524,3.959209829,-2.054238329,0
0.294995906,0.876426758,0.686153248,2.970979391,3.30283656,-0.01704422,4.29250265,-1.929358452,0
0.328360613,0.885358412,0.712844825,2.696299057,4.140809698,0.208783839,4.945894155,-2.123099737,0
0.327218646,0.925577542,0.658439595,2.828621027,4.112128553,1.225684809,3.614091402,-2.029768598,0
0.28163204,0.963807028,0.588918989,3.422220808,2.967195654,2.192279592,1.912274611,-1.611082695,0
0.284440485,0.927279006,0.595261012,3.26001064,3.037731291,1.268704644,2.067522979,-1.725494985,0
0.290716945,0.938313724,0.620933682,3.227585254,3.195368073,1.547706582,2.695972362,-1.748365701,0
0.263895443,0.913215344,0.582852784,3.460519572,2.521731157,0.913118831,1.763778064,-1.584069287,0
0.281771612,0.923634664,0.586930693,3.277955001,2.97070107,1.176561055,1.863602483,-1.712838223,0
0.245292422,0.91340062,0.568286024,3.723721311,2.05450598,0.917803359,1.407193767,-1.398424242,0
0.259741705,0.936114043,0.695228633,3.60401901,2.41740774,1.492089822,4.514661853,-1.482854304,0
0.271887986,0.970984273,0.563479906,3.571265825,2.722468322,2.373749117,1.289543291,-1.505956228,0
0.305555193,0.901341282,0.707238376,2.949847699,3.568038905,0.612894921,4.808652131,-1.944263346,0
0.328040869,0.9276382,0.64429948,2.827812899,4.132779132,1.277786499,3.267951089,-2.030338597,0
0.293611861,0.934022585,0.689803717,3.181147318,3.268075507,1.439209377,4.381863627,-1.78111994,0
0.31052538,0.8804711,0.637553431,2.835423949,3.692867918,0.085212978,3.102812424,-2.024970267,0
0.336199551,0.905621265,0.698863398,2.693701588,4.337688969,0.721110045,4.603638416,-2.124931819,0
0.302569656,0.808693554,0.663478624,2.672751677,3.493055479,-1.729611348,3.737443392,-2.139708496,0
0.301724138,0.931368966,0.617494373,3.08682286,3.471819835,1.372115241,2.611780435,-1.847650155,0
0.294905235,0.93675563,0.611780208,3.176463209,3.300559314,1.50831172,2.471901588,-1.7844238,0
0.324605123,0.925892161,0.702285262,2.852364593,4.046488484,1.233639627,4.687403293,-2.013021461,0
0.326827431,0.920866098,0.68404729,2.817591209,4.102302982,1.106560588,4.240950227,-2.037548299,0
0.315740887,0.93436558,0.637335267,2.959279645,3.823858265,1.447881653,3.097471917,-1.937610677,0
0.312300892,0.909745813,0.636035089,2.913042634,3.737460882,0.825395173,3.065644448,-1.970223197,0
0.321428571,0.93891018,0.657044565,2.921053894,3.966707617,1.562787385,3.579942036,-1.964572585,0
0.342081636,0.949816783,0.69716947,2.776579286,4.485420782,1.838550068,4.562172217,-2.066475389,0
0.342777319,0.943344974,0.74547207,2.752063579,4.502893248,1.674916763,5.744586748,-2.083767142,0
0.336355045,0.954783968,0.730225886,2.838619438,4.341594279,1.964140429,5.371370625,-2.022716382,0
0.324290569,0.946248258,0.696621,2.917902482,4.038588285,1.748323419,4.548746045,-1.966795382,0
0.312562014,0.952400544,0.669433133,3.047077065,3.744019103,1.903877896,3.883205692,-1.875684202,0
0.330552269,0.977053907,0.657550565,2.95582272,4.195854344,2.527213826,3.592328571,-1.940048962,0
0.309153726,0.950779528,0.635834144,3.075426389,3.658418068,1.862892113,3.060725453,-1.855688469,0
0.332820118,1.03222683,0.67672292,3.101455635,4.252812623,3.922206665,4.061654683,-1.837329166,0
0.298245614,0.972843855,0.630965483,3.261888221,3.384454777,2.42076683,2.941543972,-1.724170664,0
0.286848519,0.923967158,0.628249312,3.221097887,3.098210407,1.184967828,2.875053963,-1.752941459,0
0.31221475,0.911463864,0.648809094,2.919349146,3.735297383,0.868834403,3.378343339,-1.965775002,0
0.339808458,0.905372748,0.719287482,2.664362016,4.428328664,0.714826539,5.103605991,-2.145626006,0
0.323765177,0.937542995,0.648742155,2.89574995,4.025392758,1.528219446,3.376704727,-1.982420309,0
0.309167477,0.928654611,0.64829511,3.00372672,3.658763422,1.303485451,3.36576137,-1.906260659,0
0.310086836,0.956080881,0.678609068,3.083268195,3.681853649,1.99693158,4.107826285,-1.850157379,0
0.307093753,0.926361306,0.672131027,3.016542336,3.606680685,1.245501485,3.949248292,-1.897221374,0
0.305085108,0.925892161,0.620696815,3.034865147,3.556232461,1.233639627,2.690174013,-1.884297678,0
0.32427548,0.913939067,0.639680132,2.818403255,4.038209294,0.931417462,3.1548726,-2.036975536,0
0.296093284,0.911860052,0.634071501,3.079637739,3.330397816,0.878851612,3.017577176,-1.852718063,0
0.314226016,0.91688457,0.653277205,2.917914249,3.78581144,1.005891579,3.487719633,-1.966787083,0
0.272926956,0.920811631,0.613464922,3.373839083,2.748562629,1.10518344,2.513142237,-1.645207953,0
0.311597985,0.986451533,0.656485286,3.165782778,3.719806973,2.764823521,3.566251253,-1.791957067,0
0.299950426,0.985948253,0.650122315,3.287037353,3.427272063,2.752098571,3.410490103,-1.706432135,0
0.287148458,0.940681594,0.603887166,3.275941659,3.105743533,1.607575837,2.278685328,-1.714258301,0
0.296063302,0.96822709,0.608195539,3.270338077,3.329644802,2.304036483,2.384151358,-1.718210696,0
0.314601788,0.954431251,0.66127315,3.03377567,3.795249169,1.955222318,3.6834549,-1.885066123,0
0.277965748,0.952452216,0.603102613,3.426509279,2.875114697,1.905184378,2.259480004,-1.608057891,0
0.288624765,0.936931042,0.626100509,3.246190743,3.142821825,1.51274682,2.822452739,-1.735242623,0
0.28256656,0.956356429,0.59286853,3.384535057,2.990666637,2.003898536,2.00895666,-1.637663723,0
0.288343216,0.946970504,0.594419156,3.284178194,3.135750567,1.766584702,2.046914942,-1.708448796,0
0.286958561,0.91677554,0.625589657,3.194801145,3.100974184,1.00313488,2.809947433,-1.771489436,0
0.284440485,0.903267459,0.654113616,3.175593869,3.037731291,0.661596396,3.508194409,-1.785036975,0
0.324985552,0.919740751,0.635454459,2.830097358,4.056043152,1.078107315,3.051431023,-2.028727292,0
0.296610169,0.928947879,0.634028889,3.131881422,3.34337968,1.310900447,3.016534042,-1.815868835,0
0.291871018,0.906080854,0.605427138,3.10438789,3.224353266,0.732730314,2.316382785,-1.835260948,0
0.321719108,0.930367519,0.680003071,2.891862791,3.974004614,1.34679463,4.141950527,-1.985162053,0
0.354076489,0.921284957,0.711004033,2.601937679,4.786678177,1.117151033,4.900832836,-2.189655992,0
0.31786178,0.927858207,0.682121966,2.919061885,3.877125673,1.283349161,4.193819611,-1.965977617,0
0.290708916,0.89044552,0.633408051,3.06301414,3.195166421,0.337406335,3.001336372,-1.864443246,0
0.310160483,0.899594568,0.633325174,2.900416456,3.683703312,0.568730966,2.999307587,-1.979128865,0
0.303378009,0.934004759,0.61377852,3.07868313,3.513357733,1.438758667,2.520818893,-1.85339138,0
0.28093238,0.900313647,0.610427591,3.204734349,2.949623288,0.586912176,2.43879046,-1.764483213,0
0.294733695,0.936371401,0.634113732,3.17700832,3.296250982,1.498596868,3.018610947,-1.784039315,0
0.34815878,0.926136189,0.676032985,2.66009718,4.638051641,1.239809646,4.044765542,-2.148634138,0
0.304047712,0.935611551,0.663877634,3.077186618,3.530177686,1.47938479,3.747210875,-1.854446921,0
0.307086343,0.947808515,0.673344254,3.086456097,3.606494585,1.787772988,3.978947245,-1.847908845,0
0.348227073,0.95749177,0.716273559,2.749618985,4.63976685,2.032604531,5.029827221,-2.085491397,0
0.298319808,0.91467195,0.638794132,3.066078504,3.386318193,0.949947673,3.133183936,-1.862281848,0
0.301679302,0.915946891,0.647060827,3.036160868,3.470693753,0.982183307,3.335546975,-1.883383763,0
0.30364022,0.891770617,0.674103582,2.936931792,3.519943311,0.370910098,3.997535073,-1.95337337,0
0.30364022,0.940077535,0.635499473,3.096024412,3.519943311,1.592302794,3.052532938,-1.841159991,0
0.30889888,0.950717241,0.639348476,3.077762019,3.652017467,1.861317247,3.146753908,-1.854041071,0
0.301932595,0.95749177,0.656848436,3.171210351,3.477055349,2.032604531,3.575140938,-1.788128818,0
0.273287494,0.929238612,0.649239493,3.400223697,2.757617734,1.318251339,3.388879213,-1.626597997,0
0.306970307,0.946618653,0.633006907,3.083746645,3.603580276,1.757688513,2.991516631,-1.849819913,0
0.294858227,0.941369185,0.590130101,3.192616308,3.29937868,1.62496089,1.941921811,-1.773030476,0
0.280802808,0.949344714,0.608372831,3.380823434,2.946369031,1.826614272,2.388491327,-1.640281655,0
0.271887986,0.91467195,0.600708315,3.364149933,2.722468322,0.949947673,2.20086924,-1.652042037,0
0.291428553,0.94647203,0.63243854,3.247698349,3.213240504,1.75398129,2.977603398,-1.734179258,0
0.271887986,0.960523878,0.600708315,3.532792649,2.722468322,2.109268379,2.20086924,-1.533092654,0
0.268280678,0.92000349,0.637516431,3.429257358,2.631868785,1.084750393,3.101906693,-1.606119579,0
0.259214816,0.990753609,0.571877598,3.822133412,2.404174627,2.873597267,1.495113034,-1.329010875,0
0.305635071,0.993361709,0.613890935,3.250156163,3.570045089,2.9395405,2.523570735,-1.732445679,0
0.323852029,1.040817344,0.692847231,3.21386698,4.02757411,4.139409325,4.456366749,-1.758041662,0
0.30889888,0.994088254,0.590409609,3.218167232,3.652017467,2.957910464,1.94876398,-1.755008549,0
0.268334539,0.963973694,0.550964326,3.592432412,2.633221522,2.196493569,0.983170476,-1.491026721,0
0.230998385,0.955895211,0.562340232,4.138103435,1.695503303,1.992237092,1.261644846,-1.106146584,0
0.272624711,0.975108193,0.579682201,3.576741776,2.740971576,2.478018361,1.686164381,-1.502093855,0
0.25918454,0.98431314,0.519595497,3.797730917,2.40341422,2.710756355,0.215283024,-1.346222777,0
0.273287494,0.978448148,0.625777417,3.580288784,2.757617734,2.562465845,2.814543672,-1.499592031,0
0.284693778,0.924910413,0.621404305,3.248790403,3.044092888,1.208817101,2.707492894,-1.733408995,0
0.307017544,0.906166005,0.664187396,2.951512129,3.604766662,0.734883253,3.754793635,-1.943089367,0
0.298199727,0.912666755,0.627126194,3.060588839,3.383302288,0.899248304,2.8475608,-1.866153893,0
0.339520514,0.986895265,0.709921338,2.906732359,4.421096799,2.776042841,4.874329204,-1.974674047,0
0.333347358,0.953351807,0.664316048,2.859935094,4.266054551,1.927929649,3.757942955,-2.007681732,0
0.356915305,0.997497389,0.683425776,2.794773367,4.857976626,3.044107075,4.225735998,-2.053642491,0
0.330628974,0.939460099,0.702924553,2.841433062,4.197780844,1.576691545,4.703052685,-2.020731838,0
0.348808342,0.922075965,0.685809901,2.643503194,4.654365737,1.137150889,4.284097748,-2.160338435,0
0.303378009,0.898571626,0.605003505,2.961887805,3.513357733,0.542866897,2.306012554,-1.935771054,0
0.315838588,0.91467195,0.666227065,2.896010757,3.826312092,0.949947673,3.804723337,-1.982236353,0
0.2964399,0.898810471,0.630516184,3.032015838,3.339103256,0.548905844,2.93054545,-1.886307392,0
0.342081636,0.910837172,0.743907903,2.662631015,4.485420782,0.852989117,5.706297013,-2.146846939,0
0.304494378,0.919670331,0.678616723,3.020319576,3.541395952,1.076326795,4.108013674,-1.89455716,0
0.298028232,0.894600393,0.627006807,3.001730366,3.378995102,0.442458205,2.844638305,-1.907668754,0
0.30732967,0.900531768,0.679648115,2.930181678,3.612605884,0.592427153,4.133261435,-1.958134453,0
0.319384032,0.899430622,0.713561457,2.816141482,3.915357884,0.564585771,4.963436817,-2.03857084,0
0.263462231,0.92000349,0.572720382,3.491974866,2.510850817,1.084750393,1.515743806,-1.56188281,0
0.254897869,0.932417442,0.554741015,3.658004073,2.295752098,1.398624909,1.07562122,-1.444776822,0
0.286693681,0.902057249,0.666772906,3.146414828,3.09432157,0.630997434,3.818085145,-1.805617934,0
0.289429146,0.948894785,0.608091743,3.278504591,3.163024299,1.815238255,2.381610498,-1.712450579,0
0.285668743,0.869222589,0.624066982,3.042764081,3.068579673,-0.199194498,2.772673391,-1.878726294,0
0.31900262,0.91467195,0.664713447,2.867286636,3.905778506,0.949947673,3.767670998,-2.002496442,0
0.25918454,0.933486636,0.600222381,3.601629315,2.40341422,1.425658435,2.188973908,-1.484539836,0
0.327511796,0.91467195,0.648629231,2.792790855,4.119491184,0.949947673,3.37394041,-2.055040823,0
0.28410297,0.940507755,0.602083849,3.310446755,3.02925442,1.603180472,2.234541368,-1.689920696,0
0.251176572,0.93552486,0.601466994,3.724570537,2.202289669,1.477192903,2.219441184,-1.397825255,0
0.25557111,0.866078061,0.627338397,3.388794844,2.312660935,-0.278700793,2.852755387,-1.634659152,0
0.298236779,0.881905859,0.658744425,2.95706607,3.384232868,0.121489435,3.621553444,-1.939171986,0
0.284642649,0.920654921,0.571611132,3.234423669,3.042808759,1.101221188,1.48859014,-1.743542337,0
0.276989807,0.955290105,0.634645697,3.448827657,2.850603377,1.976937608,3.031633088,-1.592315988,0
0.293465295,0.914933917,0.694594657,3.117690344,3.264394415,0.956571256,4.49914256,-1.82587828,0
0.296775186,0.895298717,0.655347379,3.016757328,3.347524156,0.460114616,3.538396077,-1.897069732,0
0.302214535,0.900155282,0.67155441,2.978530741,3.484136419,0.582908064,3.9351331,-1.924032231,0
0.250590676,0.937006942,0.587446455,3.739193164,2.187574562,1.514665896,1.876227993,-1.387511424,0
0.241118485,0.914835,0.550491095,3.794130509,1.949675228,0.954070234,0.971586099,-1.348762266,0
